3       | 128.31.0.34      | 128.30.0.0/15       | US | arin     |            | MIT-GATEWAYS - Massachusetts Institute of Technology,US
209     | 65.129.155.203   | 65.128.0.0/11       | US | arin     | 2000-08-23 | CENTURYLINK-US-LEGACY-QWEST - Qwest Communications Company, LLC,US
209     | 67.42.3.9        | 67.42.0.0/16        | US | arin     | 2001-11-27 | CENTURYLINK-US-LEGACY-QWEST - Qwest Communications Company, LLC,US
209     | 71.211.154.63    | 71.208.0.0/12       | US | arin     | 2005-05-06 | CENTURYLINK-US-LEGACY-QWEST - Qwest Communications Company, LLC,US
209     | 71.218.144.89    | 71.208.0.0/12       | US | arin     | 2005-05-06 | CENTURYLINK-US-LEGACY-QWEST - Qwest Communications Company, LLC,US
209     | 75.175.20.168    | 75.160.0.0/12       | US | arin     | 2006-10-24 | CENTURYLINK-US-LEGACY-QWEST - Qwest Communications Company, LLC,US
209     | 97.127.73.223    | 97.112.0.0/12       | US | arin     | 2007-12-19 | CENTURYLINK-US-LEGACY-QWEST - Qwest Communications Company, LLC,US
224     | 128.39.8.68      | 128.39.0.0/16       | NO | ripencc  | 2004-04-05 | UNINETT UNINETT, The Norwegian University & Research Network,NO
225     | 128.143.67.33    | 128.143.0.0/16      | US | arin     |            | VIRGINIA-AS - University of Virginia,US
250     | 194.150.168.108  | 194.150.168.0/23    | DE | ripencc  | 2004-09-15 | SACREDCHAO-AS AS250.net Foundation,DE
250     | 194.150.168.79   | 194.150.168.0/23    | DE | ripencc  | 2004-09-15 | SACREDCHAO-AS AS250.net Foundation,DE
250     | 194.150.168.95   | 194.150.168.0/23    | DE | ripencc  | 2004-09-15 | SACREDCHAO-AS AS250.net Foundation,DE
286     | 145.133.41.132   | 145.133.0.0/16      | NL | ripencc  |            | KPN KPN International / KPN Eurorings,NL
286     | 145.133.5.247    | 145.133.0.0/16      | NL | ripencc  |            | KPN KPN International / KPN Eurorings,NL
286     | 195.234.152.86   | 195.234.152.0/24    | DE | ripencc  | 2002-09-10 | KPN KPN International / KPN Eurorings,NL
286     | 77.161.34.157    | 77.160.0.0/14       | NL | ripencc  | 2006-11-02 | KPN KPN International / KPN Eurorings,NL
286     | 77.166.89.144    | 77.164.0.0/14       | NL | ripencc  | 2006-11-02 | KPN KPN International / KPN Eurorings,NL
286     | 77.170.230.163   | 77.170.0.0/15       | NL | ripencc  | 2006-11-02 | KPN KPN International / KPN Eurorings,NL
286     | 81.207.159.211   | 81.206.0.0/15       | NL | ripencc  | 2002-10-16 | KPN KPN International / KPN Eurorings,NL
286     | 84.80.80.69      | 84.80.0.0/14        | NL | ripencc  | 2004-03-17 | KPN KPN International / KPN Eurorings,NL
286     | 86.81.235.14     | 86.80.0.0/13        | NL | ripencc  | 2005-03-23 | KPN KPN International / KPN Eurorings,NL
286     | 86.86.173.62     | 86.80.0.0/13        | NL | ripencc  | 2005-03-23 | KPN KPN International / KPN Eurorings,NL
286     | 86.86.217.217    | 86.80.0.0/13        | NL | ripencc  | 2005-03-23 | KPN KPN International / KPN Eurorings,NL
286     | 86.88.32.199     | 86.88.0.0/13        | NL | ripencc  | 2005-03-23 | KPN KPN International / KPN Eurorings,NL
553     | 132.230.150.81   | 132.230.0.0/16      | DE | ripencc  |            | BELWUE Universitaet Stuttgart,DE
553     | 134.34.147.128   | 134.34.0.0/16       | DE | ripencc  |            | BELWUE Universitaet Stuttgart,DE
553     | 141.72.228.110   | 141.72.0.0/16       | DE | ripencc  |            | BELWUE Universitaet Stuttgart,DE
559     | 192.33.210.30    | 192.33.192.0/19     | CH | ripencc  |            | SWITCH SWITCH,CH
577     | 174.91.71.172    | 174.91.0.0/16       | CA | arin     | 2009-02-27 | BACOM - Bell Canada,CA
577     | 174.92.56.36     | 174.92.0.0/16       | CA | arin     | 2009-02-27 | BACOM - Bell Canada,CA
577     | 50.100.137.137   | 50.100.0.0/16       | CA | arin     | 2011-05-19 | BACOM - Bell Canada,CA
577     | 69.159.110.188   | 69.159.0.0/16       | CA | arin     | 2003-11-25 | BACOM - Bell Canada,CA
577     | 70.24.199.198    | 70.24.0.0/16        | CA | arin     | 2008-01-28 | BACOM - Bell Canada,CA
577     | 70.30.235.235    | 70.30.0.0/16        | CA | arin     | 2008-01-28 | BACOM - Bell Canada,CA
577     | 70.53.221.244    | 70.53.0.0/16        | CA | arin     | 2004-05-10 | BACOM - Bell Canada,CA
577     | 74.14.77.225     | 74.14.0.0/16        | CA | arin     | 2006-01-19 | BACOM - Bell Canada,CA
577     | 76.68.3.214      | 76.68.0.0/16        | CA | arin     | 2006-12-04 | BACOM - Bell Canada,CA
679     | 128.130.204.91   | 128.130.0.0/15      | AT | ripencc  | 2004-04-05 | TUNET-AS Technische Universitat Wien,AT
680     | 130.149.59.149   | 130.149.0.0/16      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 130.75.81.251    | 130.75.0.0/16       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 131.188.40.188   | 131.188.0.0/16      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 131.188.40.189   | 131.188.0.0/16      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 131.188.40.189   | 131.188.0.0/16      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 131.220.141.128  | 131.220.0.0/16      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 134.102.200.101  | 134.102.0.0/16      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 134.102.22.122   | 134.102.0.0/16      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 134.169.92.218   | 134.169.0.0/16      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 134.169.92.219   | 134.169.0.0/16      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 134.169.92.222   | 134.169.0.0/16      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 134.245.207.1    | 134.245.0.0/16      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 134.91.78.143    | 134.91.0.0/16       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 134.96.65.17     | 134.96.0.0/16       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 139.18.25.35     | 139.18.0.0/15       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 141.20.33.67     | 141.20.0.0/16       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 141.20.33.68     | 141.20.0.0/16       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 141.54.159.184   | 141.48.0.0/13       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 141.57.41.159    | 141.56.0.0/15       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 192.124.250.83   | 192.124.250.0/24    | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 192.44.30.40     | 192.44.30.0/23      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 212.201.68.152   | 212.201.0.0/16      | DE | ripencc  | 2000-08-08 | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
701     | 100.0.113.220    | 100.0.0.0/16        | US | arin     | 2010-12-28 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 100.0.33.79      | 100.0.0.0/16        | US | arin     | 2010-12-28 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 100.11.112.210   | 100.11.0.0/16       | US | arin     | 2010-12-28 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 100.15.134.80    | 100.15.0.0/16       | US | arin     | 2010-12-28 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 100.33.64.127    | 100.33.0.0/16       | US | arin     | 2010-12-28 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 100.34.129.190   | 100.34.0.0/16       | US | arin     | 2010-12-28 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 100.36.124.105   | 100.36.0.0/16       | US | arin     | 2010-12-28 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 100.36.126.180   | 100.36.0.0/16       | US | arin     | 2010-12-28 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 100.37.174.81    | 100.37.0.0/16       | US | arin     | 2010-12-28 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.18.109.252   | 108.18.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.21.195.4     | 108.21.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.24.133.240   | 108.24.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.29.46.242    | 108.29.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.31.40.5      | 108.31.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.32.49.20     | 108.32.0.0/17       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.34.154.30    | 108.34.128.0/17     | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.42.70.181    | 108.42.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.45.32.166    | 108.45.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.45.93.68     | 108.45.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.45.93.76     | 108.45.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.45.93.82     | 108.45.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.45.93.85     | 108.45.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.49.77.227    | 108.49.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.53.208.157   | 108.53.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.53.3.68      | 108.53.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.52.240.64    | 173.52.0.0/16       | US | arin     | 2008-10-09 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.54.200.181   | 173.54.0.0/16       | US | arin     | 2008-10-09 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.54.210.25    | 173.54.0.0/16       | US | arin     | 2008-10-09 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.60.149.162   | 173.60.0.0/16       | US | arin     | 2008-10-09 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.61.18.66     | 173.61.0.0/16       | US | arin     | 2008-10-09 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.71.157.117   | 173.71.128.0/19     | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.72.15.226    | 173.72.0.0/17       | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.73.233.150   | 173.73.0.0/16       | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.77.147.114   | 173.77.0.0/16       | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.79.154.136   | 173.79.0.0/16       | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.79.68.97     | 173.79.0.0/16       | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 68.135.7.248     | 68.135.0.0/16       | US | arin     | 2002-05-13 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.115.136.54    | 71.115.128.0/17     | US | arin     | 2005-01-18 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.121.232.131   | 71.121.128.0/17     | US | arin     | 2005-01-18 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.127.50.109    | 71.127.32.0/19      | US | arin     | 2005-01-18 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.163.129.10    | 71.163.0.0/16       | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.163.40.225    | 71.163.0.0/16       | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.165.151.35    | 71.165.0.0/16       | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.165.247.2     | 71.165.0.0/16       | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.174.62.45     | 71.174.0.0/16       | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.184.122.13    | 71.184.0.0/16       | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.185.35.59     | 71.185.0.0/16       | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.186.236.179   | 71.186.128.0/17     | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.189.226.251   | 71.189.0.0/16       | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.244.171.68    | 71.244.128.0/17     | US | arin     | 2004-11-09 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.245.80.62     | 71.245.80.0/20      | US | arin     | 2004-11-09 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.248.178.154   | 71.248.160.0/19     | US | arin     | 2004-11-09 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 72.64.87.159     | 72.64.64.0/18       | US | arin     | 2005-06-24 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 72.76.86.166     | 72.76.0.0/16        | US | arin     | 2005-06-24 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 74.100.178.41    | 74.100.0.0/16       | US | arin     | 2009-01-26 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 74.102.93.231    | 74.102.0.0/16       | US | arin     | 2009-01-26 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 74.107.113.102   | 74.107.64.0/18      | US | arin     | 2009-01-26 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 74.108.57.21     | 74.108.0.0/16       | US | arin     | 2009-01-26 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 74.108.95.178    | 74.108.0.0/16       | US | arin     | 2009-01-26 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 74.96.220.195    | 74.96.0.0/16        | US | arin     | 2009-01-26 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 74.98.17.150     | 74.98.0.0/19        | US | arin     | 2009-01-26 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.226.212.116   | 96.226.0.0/16       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.228.52.127    | 96.228.0.0/18       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.237.153.21    | 96.237.0.0/16       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.239.116.47    | 96.239.0.0/17       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.244.220.54    | 96.244.0.0/16       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.251.153.244   | 96.251.0.0/16       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.253.78.107    | 96.253.64.0/18      | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.255.190.149   | 96.255.0.0/16       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 98.109.248.201   | 98.109.0.0/16       | US | arin     | 2008-04-02 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 98.112.126.198   | 98.112.0.0/16       | US | arin     | 2008-04-02 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 98.114.2.65      | 98.114.0.0/16       | US | arin     | 2008-04-02 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 98.116.166.20    | 98.116.0.0/16       | US | arin     | 2008-04-02 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 98.118.10.115    | 98.118.0.0/17       | US | arin     | 2008-04-02 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 98.118.100.219   | 98.118.0.0/17       | US | arin     | 2008-04-02 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 98.118.154.71    | 98.118.128.0/18     | US | arin     | 2008-04-02 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
719     | 88.113.151.217   | 88.112.0.0/14       | FI | ripencc  | 2005-08-24 | ELISA-AS Elisa Oyj,FI
719     | 88.114.213.96    | 88.112.0.0/14       | FI | ripencc  | 2006-07-20 | ELISA-AS Elisa Oyj,FI
719     | 88.115.28.12     | 88.112.0.0/14       | FI | ripencc  | 2006-07-20 | ELISA-AS Elisa Oyj,FI
719     | 91.154.131.78    | 91.152.0.0/13       | FI | ripencc  | 2006-09-06 | ELISA-AS Elisa Oyj,FI
719     | 91.155.189.4     | 91.152.0.0/13       | FI | ripencc  | 2006-09-06 | ELISA-AS Elisa Oyj,FI
719     | 91.156.187.76    | 91.152.0.0/13       | FI | ripencc  | 2006-09-06 | ELISA-AS Elisa Oyj,FI
719     | 91.159.196.252   | 91.152.0.0/13       | FI | ripencc  | 2006-09-06 | ELISA-AS Elisa Oyj,FI
760     | 77.80.49.111     | 77.80.0.0/17        | AT | ripencc  | 2009-08-19 | University of Vienna, Austria,AT
766     | 138.100.10.209   | 138.100.0.0/16      | ES | ripencc  |            | REDIRIS Entidad Publica Empresarial Red.es,ES
802     | 130.63.173.126   | 130.63.0.0/16       | CA | arin     |            | YORKU-AS - York University,CA
803     | 204.83.70.56     | 204.83.0.0/16       | CA | arin     |            | SASKTEL - Saskatchewan Telecommunications,CA
812     | 174.118.15.153   | 174.112.0.0/13      | CA | arin     | 2009-03-04 | ROGERS-CABLE - Rogers Cable Communications Inc.,CA
812     | 99.226.196.67    | 99.226.0.0/16       | CA | arin     | 2007-03-12 | ROGERS-CABLE - Rogers Cable Communications Inc.,CA
812     | 99.234.43.160    | 99.234.0.0/17       | CA | arin     | 2007-03-12 | ROGERS-CABLE - Rogers Cable Communications Inc.,CA
812     | 99.239.184.79    | 99.224.0.0/11       | CA | arin     | 2007-03-12 | ROGERS-CABLE - Rogers Cable Communications Inc.,CA
